country,Year,success,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Telecommunication             ,Unknown                                           ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Airports & Aircraft           ,Airline                                           ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Airports & Aircraft           ,Airline                                           ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican National Liberation Front,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Industrial                                        ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Educational Institution       ,Educational Building                              ,Unknown                                           ,0,0
Hungary             ,1997,1,Facility/Infrastructure       ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Germany             ,1997,1,Facility/Infrastructure       ,TargetType,Unknown                       ,Unknown                                           ,Unknown                                           ,0,2
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
Spain               ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Organization                                      ,Basque Fatherland and Freedom (ETA)               ,0,1
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Corsican National Liberation Front,0,0
United Kingdom      ,1997,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Spain               ,1997,1,Assassination                 ,TargetType,Government                    ,Organization                                      ,Basque Fatherland and Freedom (ETA)               ,1,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military                                          ,Basque Fatherland and Freedom (ETA)               ,1,7
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1997,1,UnAssault                     ,TargetType,Citizens & Property  ,Civilian                                          ,Protestant extremists                             ,1,0
Spain               ,1997,1,Assassination                 ,TargetType,Business                      ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,1,0
United Kingdom      ,1997,1,Assault                       ,TargetType,Military                      ,Military Personnel                                ,Irish Republican Army (IRA)                       ,1,0
Hungary             ,1997,0,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,1,0
Greece              ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,1
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Italy               ,1997,1,Hostage Taking                ,TargetType,Business                      ,Unknown                                           ,Anonima Sequestri                                 ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
Poland              ,1997,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Organizations                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Spain               ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Ireland             ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Germany             ,1997,1,Hostage Taking                ,TargetType,Citizens & Property  ,Civilian                                          ,Vietnamese                                        ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Corsican Separatists                              ,0,0
France              ,1997,0,Bombing/Explosion             ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
Hungary             ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,2
United Kingdom      ,1997,1,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Protestant extremists                             ,1,0
Slovak Republic     ,1997,1,Bombing/Explosion             ,TargetType,Journalists & Media           ,Newspaper                                         ,Unknown                                           ,0,1
Belgium             ,1997,1,Assault                       ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,4,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,1
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Germany             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
Slovak Republic     ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Organizations                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,1
Netherlands         ,1997,0,Assault                       ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Transportation                ,Road                                              ,Unknown                                           ,0,0
Greece              ,1997,0,Bombing/Explosion             ,TargetType,Airports & Aircraft           ,Airline                                           ,Fighting Guerrilla Formation                      ,0,0
Spain               ,1997,1,Facility/Infrastructure       ,TargetType,Transportation                ,Train                                             ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,House                                             ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Assault                       ,TargetType,Citizens & Property  ,Civilian                                          ,Protestant extremists                             ,0,1
United Kingdom      ,1997,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,1
United Kingdom      ,1997,1,Assault                       ,TargetType,Police                        ,Police Organizations                                            ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Assault                       ,TargetType,Police                        ,Police Organizations                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Organization                                      ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Journalists & Media           ,Newspaper                                         ,Unknown                                           ,0,0
Spain               ,1997,1,Assault                       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Italy               ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Greece              ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Greece              ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military                                          ,Unknown                                           ,0,0
Spain               ,1997,0,Assault                       ,TargetType,Police                        ,Prison                                            ,Unknown                                           ,0,1
Greece              ,1997,0,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Slovak Republic     ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,1,0
France              ,1997,0,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Utilities                     ,Electricity                                       ,Basque Fatherland and Freedom (ETA)               ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Transportation                ,Train                                             ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Transportation                ,Train                                             ,Irish Republican Army (IRA)                       ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Corsican National Liberation Front,0,0
Greece              ,1997,1,Facility/Infrastructure       ,TargetType,Military                      ,Military                                          ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Construction                                      ,Basque Fatherland and Freedom (ETA)               ,0,1
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Spain               ,1997,1,Assassination                 ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,1,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Transportation                ,Road                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,UnAssault                     ,TargetType,Citizens & Property  ,Civilian                                          ,Protestant extremists                             ,1,0
Spain               ,1997,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,0,0
Lithuania           ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Monument                                          ,Unknown                                           ,1,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Airports & Aircraft           ,Airline                                           ,Unknown                                           ,0,0
Spain               ,1997,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,1,0
Bulgaria            ,1997,0,Bombing/Explosion             ,TargetType,Transportation                ,Unknown                                           ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military                                          ,Unknown                                           ,0,0
Poland              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,1,4
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
Italy               ,1997,1,Unknown                       ,TargetType,Terrorists                    ,Unknown                                           ,Separatists                                       ,0,0
United Kingdom      ,1997,1,Assassination                 ,TargetType,Police                        ,Police Personnel                              ,Irish National Liberation Army (INLA)             ,1,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Assassination                 ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalist Volunteer Forces (LVF)                   ,1,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
France              ,1997,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Bank                                              ,Unknown                                           ,0,2
Germany             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,2
Latvia              ,1997,0,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Government Institutions                                        ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Germany             ,1997,1,Facility/Infrastructure       ,TargetType,Religious,Place of Worship                                  ,Unknown                                           ,0,0
Ireland             ,1997,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Loyalist Volunteer Forces (LVF)                   ,0,0
Greece              ,1997,1,Assassination                 ,TargetType,Business                      ,Unknown                                           ,November 17 Revolutionary Organization (N17RO)    ,1,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Corporation                                       ,Iparretarrak (IK)                                 ,0,0
France              ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Unknown                                           ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Assassination                 ,TargetType,Police                        ,Police Personnel                              ,Protestant extremists                             ,1,0
Spain               ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Hungary             ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
Latvia              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Monument                                          ,Unknown                                           ,0,0
Germany             ,1997,1,Hostage Taking                ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
Malta               ,1997,1,Unknown                       ,TargetType,Airports & Aircraft           ,Aircraft                                          ,Turkish radicals                                  ,0,0
United Kingdom      ,1997,0,Assault                       ,TargetType,Military                      ,Military                                          ,Irish Republican Army (IRA)                       ,0,0
United Kingdom      ,1997,1,Assassination                 ,TargetType,Citizens & Property  ,Civilian                                          ,Ulster Freedom Fighters (UFF)                     ,1,0
Spain               ,1997,0,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,0
Spain               ,1997,0,Bombing/Explosion             ,TargetType,Unknown                       ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,0,0
Hungary             ,1997,0,Bombing/Explosion             ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,2,0
Bulgaria            ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
Italy               ,1997,1,Hostage Taking                ,TargetType,Business                      ,Unknown                                           ,Unknown                                           ,0,0
Bulgaria            ,1997,1,Hostage Taking                ,TargetType,Business                      ,Energy                                            ,Elos security firm                                ,0,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Business                      ,Retail                                            ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,3
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,3
Belgium             ,1997,1,Bombing/Explosion             ,TargetType,Government                    ,Embassy                                           ,Unknown,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Unknown                                           ,Unknown                                           ,0,3
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Religious,Place of Worship                                  ,Republican Anticlerical Group                     ,0,0
Greece              ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military Personnel                                ,Massive escape                                    ,0,0
United Kingdom      ,1997,0,Bombing/Explosion             ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,0
Italy               ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military                                          ,Unknown                                           ,0,0
Spain               ,1997,1,Hostage Taking                ,TargetType,Business                      ,Retail                                            ,Basque Fatherland and Freedom (ETA)               ,0,0
United Kingdom      ,1997,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,1
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Police                        ,Police Organizations                                            ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Bombing/Explosion             ,TargetType,Military                      ,Military Personnel                                ,Ulster Freedom Fighters (UFF)                     ,1,0
Spain               ,1997,0,Bombing/Explosion             ,TargetType,Business                      ,Energy                                            ,Basque Fatherland and Freedom (ETA)               ,0,0
United Kingdom      ,1997,0,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Unknown                                           ,0,1
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Transportation                ,Train                                             ,Unknown                                           ,0,0
Spain               ,1997,1,Bombing/Explosion             ,TargetType,Tourists                      ,Unknown                                           ,Basque Fatherland and Freedom (ETA)               ,0,0
Spain               ,1997,1,Hostage Taking                ,TargetType,Government                    ,Politician                                        ,Basque Fatherland and Freedom (ETA)               ,1,0
France              ,1997,1,Bombing/Explosion             ,TargetType,Citizens & Property  ,Civilian                                          ,Unknown                                           ,0,0
United Kingdom      ,1997,1,Assault                       ,TargetType,Police                        ,Police Personnel                              ,Irish Republican Army (IRA)                       ,0,7
United Kingdom      ,1997,1,Facility/Infrastructure       ,TargetType,Government                    ,Politician                                        ,Unknown                                           ,0,0
